manga_id,staff_name,occupation
47910,Seiki Tsuchida,Mangaka
47910,Marie-Saskia Raynal,Translator
47910,Ryouko Sekiguchi,Translator
46816,Ryougo Narita,Writer
46816,Suzuhito Yasuda,Illustrator
46816,Suzuhito Yasuda,Mangaka
46816,Suzuhito Yasuda,Writer
46816,Stephen Paul,Translator
46816,Tomasz Molski,Translator
39711,Takeshi Obata,Mangaka
39711,Tsugumi Ooba,Writer
39711,Kengo Monji,Producer
39711,Marc Bernabé,Translator
39711,Thibaud Desbief,Translator
39711,Edward Kondo,Translator
39711,Karolina Dwornik,Translator
39711,Agnieszka Zychma,Translator
39711,Aleksandra Kulińska,Translator
39711,Souichi Aida,Not Recorded
38070,Satoshi Mizukami,Mangaka
38070,Lena Atanassova,Editor
38070,Massiel Gutierrez,Translator
172619,Korita,Writer
172619,Green Kyrin,Manhwa Studio
165881,NISIOISIN,Writer
165881,VOFAN,Artist
147972,Haruichi Furudate,Mangaka
141013,Nyangiwa Hyangsillyo,Writer
141013,Si-Ru,Writer
141013,Si-Ru,Artist
141013,Tteok,Artist
141013,Jjondik,Background Artist
141013,Victoria Spens,Translator
141013,Julie Vasetto,Not Recorded
112484,Meguru Hinohara,Mangaka
107462,Izumo Itou,Mangaka
107462,Izumo Itou,Illustrator
107462,Jenny McKeon,Translator
107462,Laura Heo,Letterer
107462,Rai Enril,Letterer
87232,Masashi Kishimoto,Mangaka
87232,Takashi Yano,Not Recorded
87232,Shin Towada,Writer
87232,Shin Towada,Mangaka
54705,Shuuzou Oshimi,Mangaka
54705,Marc Bernabé,Translator
54705,Thibaud Desbief,Translator
54705,Michał Chodkowski,Translator
54705,Jingyao Huang,Translator
46922,Hari Tokeino,Mangaka
37776,Kazuma Kamachi,Writer
37776,Kiyotaka Haimura,Illustrator
37776,Motoi Fuyukawa,Mangaka
37776,Nan Rymer,Translator
37776,Bambi Eloriaga-Amago,Letterer
37776,Roland Amago,Letterer
37776,Rodolphe Gicquel,Translator
37776,Tono Kinji,Translator
31014,Mitsuru Adachi,Mangaka
155471,Eonni,Artist
155471,Rebecca Sze,Letterer
155471,AH Cho,Translator
132182,Genki Ono,Mangaka
132182,Kouji Miura,Mangaka
132182,Yui Okino,Mangaka
132182,Aki Hinohara,Mangaka
132182,Christine Dashiell,Translator
132182,Mark McMurray,Letterer
132182,Antje Bockel,Translator
132182,Shaoren Zhang,Translator
132182,Michał Chodkowski,Translator
132182,Lucas dos Santos Cabral,Translator
113350,Liu Zang Tang,Artist
113350,ShuiBian Jing,Not Recorded
33866,Yana Toboso,Mangaka
33866,Yana Toboso,Illustrator
33866,Tomo Kimura,Translator
33866,Tania Biswas,Touch-up Artist
33866,Tania Biswas,Letterer
33866,Pascale Simon,Translator
33866,Eric Montesinos,Letterer
33866,Eric Montesinos,Touch-up Artist
33866,Marta Gallego,Translator
33866,Erika Abreu,Translator
33866,Cynthia Lacroix,Not Recorded
33866,Bruno Zago,Editor
32921,Hiro Fujiwara,Mangaka
32921,Alethea Nibley,Translator
32921,Paweł Dybała,Translator
32921,Athena Nibley,Translator
32921,Hirofumi Yamada,Translator
30375,Shuuichi Shigeno,Mangaka
30375,Rose Padgett,Translator
30375,Dominika Krupczak,Translator
146656,Deulsoom,Not Recorded
146656,Coin Lee,Writer
144866,Takamasa Moue,Mangaka
144866,Stephen Paul,Translator
144866,Géraldine Oudin,Translator
144866,Snir Aharon,Not Recorded
144866,Yuuki Suenaga,Writer
144866,Shouichi Usui,Mangaka
144866,Kikuhiko Hayashiya,Not Recorded
144866,Nuria Cimas Pita,Translator
144866,Zhichang Lin,Translator
144866,Seisuke Araki,Not Recorded
125167,Jeosuri ,Writer
125167,Angy,Artist
125167,Jessica Walther,Translator
105332,Kintetsu Yamada,Mangaka
105332,Eric Montesinos,Letterer
105332,Eric Montesinos,Touch-up Artist
105332,Matt Treyvaud,Translator
105332,Sara Linsley,Letterer
105332,Rodolphe Gicquel,Translator
98416,Riichirou Inagaki,Mangaka
98416,Boichi,Mangaka
98416,Caleb Cook,Translator
98416,Kurare,Not Recorded
98416,Djamel Rabahi,Translator
98416,Karine Rupp-Stanko,Translator
98416,Agnieszka Zychma,Translator
98416,Favereau Julien,Translator
98416,Diógenes Dih,Editor
98416,Diógenes Dih,Letterer
85165,Shinichi Sakamoto,Mangaka
85165,Kaworu Ooshima,Not Recorded
85165,Marc Bernabé,Translator
85165,Lídia Ivasa,Translator
85165,Masakatsu Adachi,Historian
85165,Yuuji Nakamura,Mangaka
85165,Siyu Lai,Translator
85165,Keisuke Tsunashima,Magazine Editor
85165,Shuhei Makura,Mangaka
38652,Moto Hagio,Mangaka
31469,Suzue Miuchi,Mangaka
30149,Tsutomu Nihei,Mangaka
30149,Marc Bernabé,Translator
30149,Paweł Dybała,Translator
30149,Giacomo Calorio,Translator
30149,Yohan Leclerc,Translator
30149,Melissa Tanaka,Translator
30149,Denis Kimura,Translator
145166,Hajime Kamoshida,Writer
145166,Hajime Kamoshida,Scriptwriter
145166,Keiji Mizoguchi,Illustrator
145166,Andrew Cunningham,Translator
124639,Shikke,Mangaka
124639,Valentina Casetta,Not Recorded
124639,Casper Kazor,Translator
122063,Ryousuke Fuji,Mangaka
122063,Katarina,Writer
122063,Kevin Gifford,Translator
122063,Jan Ivan Concepcion,Not Recorded
114003,Battan,Mangaka
114003,Tom Bertrand,Letterer
114003,Blanche Delaborde,Translator
114003,Anne Klink,Translator
112709,Tite Kubo,Mangaka
112709,Ryougo Narita,Writer
112709,Jan Cash,Translator
109501,Mashiro,Mangaka
99757,Kotoba Inoya,Mangaka
99757,Tarou Tsubaki,Mangaka
99757,Hiromu Kitano,Mangaka
99757,Hiromu Kitano,CG Artist
86279,Yousuke Kaneda,Mangaka
86279,Amanda Haley,Translator
86279,James Dashiell,Letterer
86279,Anne-Sophie Thevenon,Translator
86279,Sihan Jiang,Translator
85435,Kore Yamazaki,Mangaka
85435,Kyouhei Shinpuku,Not Recorded
85435,Adrienne Beck,Translator
85435,Lys Blakeslee,Letterer
85435,Arnaldo Oka,Translator
85435,Sandra Nogués Graell,Translator
85435,Rachel Pierce,Letterer
85435,Anna Křivánková,Translator
85435,Dariusz Latoś,Translator
85435,Paulina Ślusarczyk-Bryła,Translator
78399,Yuu Kamiya,Mangaka
78399,Yuu Kamiya,Illustrator
78399,Daniel Komen,Translator
78399,Thiago Nojiri,Translator
78399,Richard Tobin,Translator
78399,Michał Sałatkiewicz,Translator
78399,Aleksandra Kulińska,Translator
78399,Mari Ann,Translator
78399,Krzysztof Jurewicz,Translator
78399,Joanna Szmytkowska,Translator
78399,Daniel Trzeciak,Translator
78399,Ewa Wachol,Translator
69883,Yuusei Matsui,Mangaka
69883,Marc Bernabé,Translator
69883,Eric Montesinos,Letterer
69883,Eric Montesinos,Touch-up Artist
69883,Lídia Ivasa,Translator
69883,Frederic Malet,Translator
69883,Cynthia Thiery,Letterer
69883,Cynthia Thiery,Touch-up Artist
69883,Takamasa Morii,Mangaka
69883,Ukato Mai,Translator
69883,Taichi Yokoyama,CG Artist
69883,Anna Piechowiak,Translator
69883,Bruno Zago,Editor
69883,Diógenes Dih,Editor
69883,Diógenes Dih,Letterer
69883,Jens Ossa,Translator
69883,Shu Murakoshi,Magazine Editor
52651,Jin-Hwan Park,Artist
52651,Geuk-Jin Jeon,Writer
40552,Satoshi Mizukami,Mangaka
40552,Priscila Aoyama,Not Recorded
40552,Jocelyne Allen,Translator
40552,Lys Blakeslee,Letterer
40552,Luiz Kobayashi,Translator
40552,Nicolas Pujol,Translator
40552,Cassius Medaur,Editor
40552,Cassius Medaur,Translator
32924,Hitoshi Iwaaki,Mangaka
31600,Osamu Tezuka,Mangaka
31600,Osamu Tezuka,Director
31600,Osamu Tezuka,Animator
31600,Buichi Terasawa,Mangaka
31600,Mitsuru Miura,Mangaka
31600,Kenichi Kotani,Mangaka
31600,Mako Takami,Mangaka
31600,Mitsutoshi Furuya,Mangaka
31600,Toshio Ban,Artist
31600,Toshio Ban,Assistant
31600,Toshio Ban,Editor
31600,Sadao Tsukioka,Animator
31600,Sadao Tsukioka,Writer
31600,Maya Rosewood,Not Recorded
31600,Jun Watabe,Mangaka
31600,Kei Ishizaka,Not Recorded
31600,Marc Bernabé,Translator
31600,Camellia Nieh,Translator
31600,Kate Robinson,Translator
30768,Yukito Kishiro,Mangaka
30768,Marc Bernabé,Translator
30768,Stephen Paul,Translator
30768,Paweł Dybała,Translator
30768,Arnaldo Oka,Translator
30768,Rafał Rzepka,Translator
30768,Cassius Medaur,Editor
30768,Cassius Medaur,Translator
30768,Marcelo Del Greco,Editor
30768,Marcelo Del Greco,Translator
30768,Júlio Moreno,Editor
30583,Norihiro Yagi,Mangaka
30583,Marc Bernabé,Translator
30583,Paweł Dybała,Translator
30583,Drik Sada,Translator
30583,Satoko Fujimoto,Translator
30583,Bakayaro!,Letterer
30583,Anthony Prezman,Translator
30583,Enric Joga,Translator
30419,Tomoko Ninomiya,Mangaka
30419,Jennifer Ward,Translator
30419,David Walsh,Audio Engineer
30419,David Walsh,ADR Director
30419,David Walsh,Translator
30419,Ikoi Hiroe,Translator
30419,Eriko Walsh,Translator
168727,Inuhiko Doronoda,Mangaka
168656,Gi Kang,Mangaka
168656,Ji-Hye U,Writer
129791,Je-Min,Mangaka
129791,Seung-Yeon Jung,Translator
125095,Hmmyongyong,Not Recorded
125095,Aengmon,Artist
125095,Baechubeolle,Assistant
125095,Syu-Ra Lee,Assistant
125095,Stacy Chi,Translator
118269,Wenzhi Lizi,Not Recorded
118269,Ke Ran Bing,Mangaka
118269,Lydia Rachel,Translator
114329,Yuki Fumino,Mangaka
114329,Đan Ngô,Translator
114329,Katarzyna Nishioka,Translator
113981,Type-Moon,Not Recorded
113981,Keikenchi,Mangaka
113981,Ryouji Hirano,Mangaka
106758,Anri Sakano,Mangaka
106758,Touzai,Illustrator
106758,Daisuke Aizawa,Writer
106758,Nathaniel Thrasher,Translator
106758,Phil Christie,Letterer
106758,Lasse Christiansen,Translator
98587,Paru Itagaki,Mangaka
98587,Hikari Sumi,Mangaka
98587,Tomo Kimura,Translator
98587,Marc Bernabé,Translator
98587,Dirce Miyamura,Not Recorded
98587,Anna Koike,Translator
41593,Namori,Mangaka
41593,Namori,Illustrator
41593,Carlo Vanstiphout,Letterer
41593,Elina Ishikawa,Translator
41593,Mengfang Cai,Translator
41593,Ruoqi You,Translator
33731,Inio Asano,Mangaka
33731,Minori Imai,Background Artist
33731,Marc Bernabé,Translator
33731,Thibaud Desbief,Translator
33731,Christine Dashiell,Translator
33731,Drik Sada,Translator
33731,Verónica Calafell,Translator
33731,Shin Oomura,Not Recorded
33731,Pablo Tschopp,Translator
33731,Hernán Dillie,Letterer
33731,Hernán Dillie,Touch-up Artist
33731,Ran Atsumori,Mangaka
33731,Miro,Translator
33731,Buuko,Not Recorded
31262,Yutori Houjou,Mangaka
31262,Ryukishi07,Writer
31262,Alethea Nibley,Translator
31262,Athena Nibley,Translator
31262,Katarzyna Podlipska,Translator
145159,Hajime Kamoshida,Writer
145159,Hajime Kamoshida,Scriptwriter
145159,Keiji Mizoguchi,Illustrator
145159,Andrew Cunningham,Translator
145159,Pawan Karnsomchai,Translator
143840,NISIOISIN,Writer
143840,Take,Illustrator
125828,Tomohiro Iwakura,Mangaka
125828,Yuuto  Suzuki,Mangaka
125828,Yuu Odoriba,Not Recorded
125828,Camellia Nieh,Translator
125828,Yuuto Saezu,Mangaka
125828,Akiko Indei,Translator
125828,Pierre Fernande,Translator
125828,Kento Amemiya,Mangaka
125828,Arbash Mughal,Letterer
125828,Eve Grandt,Not Recorded
125828,Kazuhiko Ookawa,Mangaka
125828,Studio Charon,Not Recorded
125828,Karine Rupp-Stanko,Translator
125828,Dariusz Latoś,Translator
125828,Shun Ayuhara,Mangaka
125828,Tetsu Ookawa,Mangaka
125828,Dominika Bieńkowska,Translator
125828,Seiichi Itou,Mangaka
125828,Martin Gericke,Translator
109398,Hyeon-A Cho,Not Recorded
108946,Yuu Toyota,Mangaka
99140,Kabi Nagata,Mangaka
99140,Jocelyne Allen,Translator
99140,Catherine Bouvier,Letterer
99140,Manon Debienne,Translator
99140,Karis Page,Letterer
99140,Sayaka Okada,Translator
99140,Céline Olive,Not Recorded
99140,Dagny Zawierucha,Translator
85413,Jun Sakura,Not Recorded
35651,Hiroshi Takahashi,Mangaka
35651,Dai Suzuki,Mangaka
35651,Kouichi Nagata,Not Recorded
35651,Eulalia Dolz Pérez,Translator
31695,Osamu Tezuka,Mangaka
31695,Osamu Tezuka,Director
31695,Osamu Tezuka,Animator
31695,Toshio Ban,Artist
31695,Toshio Ban,Assistant
31695,Toshio Ban,Editor
31695,Kumar Sivasubramanian,Translator
31695,Drik Sada,Translator
31695,Arion Lian Wu,Letterer
31695,Bruno Zago,Editor
31297,Akira Nagai,Not Recorded
31297,Tarou Nogizaka,Not Recorded
31297,Marc Bernabé,Translator
30031,Aya Nakahara,Mangaka
30031,Drik Sada,Translator
30031,Raquel Pollán,Translator
30031,Bruno Zago,Editor
170400,Dae-Ui Hong,Writer
170400,Dae-Ui Hong,Mangaka
170400,Juno,Artist
170400,Q10,Writer
163824,San-Chaek Lee,Writer
163824,Seol Arang,Artist
163824,Lego Balbasseo,Writer
163824,Alexandra Dickmann,Translator
156303,Kintetsu Yamada,Mangaka
100355,NISIOISIN,Writer
100355,VOFAN,Artist
100355,Ha Ni Wa,Translator
100109,Kousuke Satake,Mangaka
100109,Anaïs Koechlin,Translator
100109,Hidemi Shiraki,Editor
95821,Kentarou Miura,Mangaka
86481,Toshiya Wakabayashi,Mangaka
31315,Kouhei Kadono,Writer
31315,Kouji Ogata,Illustrator
31315,Andrew Cunningham,Translator
30481,Makoto Yukimura,Mangaka
30481,Marc Bernabé,Translator
30481,Paweł Dybała,Translator
30481,Lídia Ivasa,Translator
30481,Yuki Nakamura,Translator
30481,Alex Santaclara,Not Recorded
30481,Jesse Fernley,Letterer
30481,Jesse Fernley,Touch-up Artist
30481,Vincente Rivera Jr.,Not Recorded
30481,Josef Shanel,Translator
30481,Matthias Wissnet,Not Recorded
30481,Verónica Calafell,Translator
30018,Miho Obana,Mangaka
30009,CLAMP,Mangaka
30009,William Flanagan,Translator
30009,Fédoua Lamodière,Translator
30009,Alex Pilot,Not Recorded
30009,Suzuka Asaoka,Translator
30009,María Ferrer,Translator
30009,María Ferrer,Scriptwriter
30009,Claudia Peter,Translator
30009,Luiz Kobayashi,Translator
30009,Dana Hayward,Letterer
30009,Brigitte Dubois,Letterer
30009,Nicolas Mortier,Not Recorded
153726,Oneulman Saneun Hyeongje,Mangaka
145268,Junji Itou,Mangaka
145268,Jocelyne Allen,Translator
145268,Naomi Kokubo,Translator
145268,Drik Sada,Translator
145268,Gabriela Kato,Letterer
145268,Bruno Zago,Editor
130904,Upi,Not Recorded
108659,Kaya Azuma,Not Recorded
108659,Aline Kukor,Translator
97100,Keishi Ayasato,Writer
97100,Saki Ukai,Artist
97100,Nathaniel Thrasher,Translator
87459,Kabi Nagata,Mangaka
87459,Jocelyne Allen,Translator
87459,Thiago Nojiri,Translator
87459,Catherine Bouvier,Letterer
87459,Manon Debienne,Translator
87459,Nadja Stutterheim,Voice Actor
87459,Nadja Stutterheim,Translator
87459,Karis Page,Letterer
87459,Sayaka Okada,Translator
87459,Sara Manasterska,Translator
87459,Peiyi He,Translator
86720,Nanaki Nanao,Mangaka
86720,David Evelyn,Translator
86365,Ao Juumonji,Writer
86365,Eiri Shirai,Illustrator
86365,Sean McCann,Translator
86365,Ly Nguyen,Translator
86365,Duc Ho,Translator
86365,Jenn Grunigen,Not Recorded
86365,Emily Sorensen,Not Recorded
78025,Shinobu Ootaka,Mangaka
78025,Yoshifumi Ootera,Mangaka
69325,Kei Sanbe,Mangaka
69325,Kei Sanbe,Illustrator
69325,Sheldon Drzka,Translator
69325,Denis Kimura,Translator
69325,Abigail Blackman,Letterer
69325,Ernesto Cellie,Translator
69325,Gandalf Bartholomäus,Translator
69325,Chieko Toba,Translator
69325,Ngân Kim,Translator
34453,Satoko Kiyuzuki,Not Recorded
34453,Sheldon Drzka,Translator
34453,Lys Blakeslee,Letterer
33574,Nobuyuki Fukumoto,Mangaka
31263,Karin Suzuragi,Mangaka
31263,Karin Suzuragi,Illustrator
31263,Ryukishi07,Writer
31263,Alethea Nibley,Translator
31263,Athena Nibley,Translator
31263,Katarzyna Podlipska,Translator
30320,Tachibana Higuchi,Mangaka
30320,Alethea Nibley,Translator
30320,Maite Madinabeitia,Translator
30320,Athena Nibley,Translator
30320,Sandra Ruiz,Translator
30320,Helena Peris,Translator
144946,Shintarou Kawakubo,Producer
144946,Alethea Nibley,Translator
144946,Felipe Monte,Translator
144946,James Dashiell,Letterer
144946,Nathalie Lejeune,Translator
144946,Kei Urana,Mangaka
144946,Hachibee,Mangaka
144946,Hideyoshi Andou,Artist
144946,Patryk Skorupa,Translator
144946,Kuusuke,Mangaka
144946,Kazuki Ishihara,Mangaka
143721,NISIOISIN,Writer
143721,VOFAN,Artist
143721,Daniel Joseph,Translator
138363,Latine,Writer
138363,Ttona,Mangaka
138196,Chada,Illustrator
138196,Flona,Writer
129210,Hye-Yeon Chu,Artist
129210,Hye-Yeon Chu,Mangaka
129210,Kin,Not Recorded
129210,Yoreumppit,Not Recorded
129210,Mongdang,Writer
128642,945,Mangaka
128642,Karis Page,Letterer
128642,Su-a Min,Translator
110159,Keita Yatera,Mangaka
47552,Atto,Mangaka
47552,Hijiki,Mangaka
47552,Borupikka,Not Recorded
47552,Jocelyne Allen,Translator
47552,Alexandra Gunawan,Letterer
44720,Kotetsuko Yamamoto,Mangaka
44720,Kat Skarbinec,Translator
44720,Maja Krzycka,Translator
41734,Sumomo Yumeka,Mangaka
41734,Ji-Young Gong,Writer
31032,F. Fujio Fujiko,Mangaka
31032,Misato Raillard,Translator
31032,Rui Hachuu,Mangaka
30838,Norihiro Yagi,Mangaka
30838,Akihisa Ikeda,Mangaka
30838,Takahiro Habuta,Editor
147149,Jinushi,Mangaka
147149,Martin Bachernegg,Translator
147149,Zuzanna Sobkowicz,Translator
141756,Ciwei Mao Yuedu,Not Recorded
141756,Can Ye,Writer
141756,Chi Se,Not Recorded
141756,Duan S,Not Recorded
103807,Isanami,Mangaka
102989,Yasuki Tanaka,Mangaka
102989,Jocelyne Allen,Translator
102989,Phil Christie,Letterer
102989,Gemma Tarrés,Translator
102989,Jeannie Lee,Letterer
102989,Janice Leung,Letterer
102989,Karolina Dwornik,Translator
101517,Shiro Usazaki,Mangaka
101517,Gege Akutami,Mangaka
101517,Mizuki Yoda,Mangaka
101517,Tatsuhiko Katayama,Producer
101517,Carlos Mingo,Translator
101517,John Werry,Translator
101517,Fédoua Lamodière,Translator
101517,Snir Aharon,Not Recorded
101517,Irene Telleria,Translator
101517,Jeong-Un Lee,Translator
101517,Junya Fukuda,Not Recorded
101517,Stefan Koza,Translator
101517,Vũ trụ 19,Translator
101517,Liên Vũ,Translator
101517,Asobihito,Not Recorded
101517,Lerluck Weerawutthigrai,Translator
101517,Wojciech Gęszczak,Translator
101517,Yuufoo Gakuji,Mangaka
101517,Lightning,Translator
93006,Gengoroh Tagame,Mangaka
93006,Marc Bernabé,Translator
93006,Caio Suzuki,Translator
93006,Bruno Pham,Translator
93006,Sakura Ilgert,Translator
93006,Bom Kim,Translator
93006,Anne Ishii,Translator
93006,Anna Koike,Translator
93006,Paulina Tuczapska,Translator
93006,Tingyu Huang,Translator
87401,Kafka Asagiri,Mangaka
87401,Kafka Asagiri,Writer
87401,Kafka Asagiri,Scriptwriter
87401,Harukawa35,Mangaka
87401,Neco Kanai,Not Recorded
87401,Kevin Gifford,Translator
87401,Bianca Pistillo,Letterer
72867,Jin,Writer
72867,Jin,Musician
72867,Jin,Composer
72867,Sidu,Not Recorded
72867,Kevin Gifford,Translator
44568,Tetsuhiro Hirakawa,Not Recorded
44236,Kaede Kouchi,Mangaka
33064,Hideki Arai,Mangaka
30908,Yoshiki Tonogai,Mangaka
30908,Takuji Katou,Mangaka
30908,Atsushi Ookubo,Mangaka
30908,Takatoshi Shiozawa,Mangaka
30908,Maru Tomoyuki,Not Recorded
30908,Mikoto Yamaguchi,Writer
30908,Tomoo Yokoyama,Mangaka
30908,Ryousuke Asakura,Mangaka
30908,Yuusuke Shirato,Not Recorded
30908,Leonardo Camargo,Voice Actor
30908,Kanna,Not Recorded
30908,Stephen Paul,Translator
30908,Amy Forsyth,Translator
30908,Paweł Dybała,Translator
30908,Claudia Peter,Translator
30908,Luiz Kobayashi,Translator
30908,Alexis Eckerman,Letterer
30908,Abigail Blackman,Letterer
30908,Ángel-Manuel Ybáñez,Translator
30908,Simona Stanzani,Translator
30908,Kamome Mukojima,Mangaka
30908,Jack Wiedrick,Translator
30908,Cassius Medaur,Editor
30908,Cassius Medaur,Translator
30729,Kaoru Mori,Mangaka
30729,Sheldon Drzka,Translator
30729,Abigail Blackman,Letterer
30729,Eve Chauviré,Translator
30729,Marta Gallego,Translator
30729,Janice Chiang,Letterer
30729,Nacha Medrano,Translator
30729,Tatsuji Ohikata,Translator
30729,Cora Hartwig,Translator
30729,Simon Hammar,Translator
30445,Rando Ayamine,Mangaka
30445,Tooru Fujisawa,Mangaka
30445,Dynamic Tarou,Not Recorded
30445,Ko Ransom,Translator
30445,Takayuki Hirasawa,Mangaka
143764,NISIOISIN,Writer
143764,VOFAN,Artist
131769,Syurinel,Writer
131769,QRQ,Artist
96754,Sana Kirioka,Mangaka
86579,Kiri Wazawa,Mangaka
86579,Kaitlyn Wiley,Letterer
86579,Mikka Stifler,Translator
86579,Liên Vũ,Translator
79865,Gamon Sakurai,Mangaka
79865,Tsuina Miura,Not Recorded
79865,Marc Bernabé,Translator
79865,Ko Ransom,Translator
79865,Beth Kodama,Translator
79865,Beth Kodama,Illustrator
79865,Beth Kodama,Writer
79865,Gabriela Yuki,Not Recorded
79865,Jae Hw,Translator
79865,Joel Dias,Letterer
79865,Alp İlkkurşun,Translator
79865,İlke Güntan,Translator
79865,Muhammet Tekin,Translator
79865,Hilal Kartal,Translator
79865,Karine Rupp-Stanko,Translator
79865,Licheng Wu,Translator
79865,Bruno Zago,Editor
79865,Diógenes Dih,Editor
79865,Diógenes Dih,Letterer
79865,Luciane Yasawa,Translator
79865,Beatriz Bevilacqua,Editor
70761,Mamoru Hosoda,Director
70761,Yuu,Mangaka
70761,Marc Bernabé,Translator
70761,Jocelyne Allen,Translator
70761,Lys Blakeslee,Letterer
43271,Natsume Ono,Mangaka
43271,Joe Yamazaki,Translator
43271,Burcu Atalay,Translator
38586,Jin-Hwan Park,Artist
38586,Geuk-Jin Jeon,Writer
30053,Yoshihiro Togashi,Mangaka
30053,Priscila Aoyama,Not Recorded
30053,Kunio Ajino,Not Recorded
30053,Hideaki Togashi,Not Recorded
30053,Marc Bernabé,Translator
30053,Lillian Olsen,Translator
30053,José Carlos Assumpção,Not Recorded
30053,Arnaldo Oka,Translator
30053,Luiz Kobayashi,Translator
30053,Ricardo Eiji Hirooka,Not Recorded
30053,Agustín Gomez Sanz,Translator
30053,Ili Tenjou,Translator
30053,Anna Piechowiak,Translator
30053,Tomoyuki Shima,Editor
30053,Toshimasa Takahashi,Editor
30053,Cassius Medaur,Editor
30053,Cassius Medaur,Translator
30053,Marcelo Del Greco,Editor
30053,Marcelo Del Greco,Translator
30053,Zhenshu Zheng,Translator
145157,Hajime Kamoshida,Writer
145157,Hajime Kamoshida,Scriptwriter
145157,Keiji Mizoguchi,Illustrator
145157,Andrew Cunningham,Translator
145157,Pawan Karnsomchai,Translator
135083,Jacqueline Fung,Translator
135083,Satoru Nii,Mangaka
135083,Ziling Guo,Translator
135083,Jan-Christoph Müller,Translator
128963,Yeon Lee,Mangaka
126297,YC,Not Recorded
126297,Rakyeon,Artist
125025,Nao Emoto,Artist
125025,Nao Emoto,Mangaka
125025,Seiko Tanabe,Writer
125025,Elena Pizarro Lanzas,Letterer
125025,Lilian Lebrun,Translator
125025,Adèle Houssin,Letterer
125025,Minh Hang,Translator
125025,Martin Bachernegg,Translator
125025,Matthew Rutsohn,Translator
123154,Cocomi,Mangaka
123154,Ryan Parker,Translator
123154,Angélique Mariet,Translator
123154,Anna Schnell,Not Recorded
123154,Anh Bùi,Translator
123154,Nicole Roderick,Letterer
101942,Masakazu Ishiguro,Mangaka
101942,Yohan Leclerc,Translator
101942,Ko Ransom,Translator
101942,Brandon Bovia,Letterer
101942,Hinoko,Not Recorded
101942,Anna Wrzesiak,Translator
99458,Miya Tokokura,Not Recorded
99458,Margot Maillac,Translator
99458,Anne Demars,Letterer
99458,Anna Piechowiak,Translator
97830,Yoshitoki Ooima,Mangaka
97830,Thibaud Desbief,Translator
97830,Steven LeCroy,Not Recorded
97830,Jesús Espí,Translator
97830,Darren Smith,Not Recorded
97830,Cát Tường,Translator
96581,Ichigo Takano,Mangaka
96581,Yui Tokiumi,Writer
79835,Koi,Not Recorded
79835,Giuseppe di Martino,Translator
79835,Rebecca Sze,Letterer
67523,Koushi Tachibana,Writer
67523,Tsunako,Illustrator
67523,Jocelyne Allen,Translator
56144,Yasunobu Yamauchi,Mangaka
31474,Gou Nagai,Mangaka
31474,Marco Franca,Not Recorded
31474,Adrienne Beck,Translator
31474,Zack Davisson,Translator
31474,Thiago Nojiri,Translator
31474,Bambi Eloriaga-Amago,Letterer
31474,Roland Amago,Letterer
31474,Tomasz Molski,Translator
31461,Ryouichi Ikegami,Mangaka
31461,Yoshiyuki Okamura,Writer
31461,Rachel Thorn,Translator
31461,Drik Sada,Translator
31461,Miriam Tomi,Not Recorded
30348,Shimoku Kio,Mangaka
30348,David Ury,Translator
136943,Fujimomo,Mangaka
136943,Misato Raillard,Translator
136943,Qiufeng Zhao,Translator
136943,Anna Copoví Carda,Translator
136943,Anne Klink,Translator
132977,Aki Ueda,Mangaka
107987,Eku Takeshima,Mangaka
107987,Verena Maser,Translator
107987,Jean-François Leyssène,Not Recorded
107987,Xiao Tian Ye,Translator
107987,Karen Guirado,Not Recorded
107987,Aleksandra Stawska,Translator
105469,Gege Akutami,Mangaka
105469,Carlos Mingo,Translator
105469,Fédoua Lamodière,Translator
105469,Snir Aharon,Not Recorded
105469,Irene Telleria,Translator
105469,Jeong-Un Lee,Translator
105469,Stefan Koza,Translator
105469,Wojciech Gęszczak,Translator
101177,Kenjirou Hata,Mangaka
101177,John Werry,Translator
101177,Evan Waldinger,Touch-up Artist
101177,Evan Waldinger,Letterer
101177,Ly Tran,Translator
101177,Etsuko Tabuchi,Translator
101177,Florian Weitschies,Translator
101177,Vanessa Gallon,Not Recorded
98334,KAITO,Mangaka
98334,Nakamaru Nakagawa,Mangaka
98334,Kazu Kakazu,Mangaka
98334,Yuu Miki,Mangaka
98334,Adrienne Beck,Translator
98334,Annaliese Christman,Letterer
98334,Annaliese Christman,Touch-up Artist
98334,Luise Steggewentz,Translator
98334,Simona Stanzani,Translator
98334,Minna Lin,Translator
98334,Dirce Miyamura,Not Recorded
98334,Nesrine Mezouane,Translator
98334,Ukato Mai,Translator
98334,Dariusz Latoś,Translator
98334,Milena Woźniak,Translator
97894,Yomi Hirasaka,Writer
97894,Kantoku,Illustrator
97894,Kevin Gifford,Translator
31668,Shuuhou Sato,Mangaka
31668,Marc Bernabé,Translator
31668,Ken Nagaya,Not Recorded
30731,Hiroki Endo,Mangaka
30731,Kumar Sivasubramanian,Translator
30731,Denis Kimura,Translator
30731,Tomasz Molski,Translator
30731,Zbigniew Kiersnowski,Translator
30731,Cassius Medaur,Editor
30731,Cassius Medaur,Translator
30688,Rumiko Takahashi,Mangaka
30688,Mari Morimoto,Translator
30688,Satoko Fujimoto,Translator
30688,Inori Fukuda Trant,Not Recorded
